model,K,n_seeds,MAP_avg_mean,MAP_avg_std,MAP_avg_best_seed,MAP_avg_worst_seed,MAP_avg_best_val,MAP_avg_worst_val,NRE_ph_mean,NRE_ph_std,NRE_ph_best_seed,NRE_ph_worst_seed,NRE_ph_best_val,NRE_ph_worst_val,NRE_ps_mean,NRE_ps_std,NRE_ps_best_seed,NRE_ps_worst_seed,NRE_ps_best_val,NRE_ps_worst_val,Topic_Coherence_mean,Topic_Coherence_std,Topic_Coherence_best_seed,Topic_Coherence_worst_seed,Topic_Coherence_best_val,Topic_Coherence_worst_val,herb2sym_MAP_mean,herb2sym_MAP_std,herb2sym_MAP_best_seed,herb2sym_MAP_worst_seed,herb2sym_MAP_best_val,herb2sym_MAP_worst_val,herb2sym_NDCG@10_mean,herb2sym_NDCG@10_std,herb2sym_NDCG@10_best_seed,herb2sym_NDCG@10_worst_seed,herb2sym_NDCG@10_best_val,herb2sym_NDCG@10_worst_val,herb2sym_NDCG@5_mean,herb2sym_NDCG@5_std,herb2sym_NDCG@5_best_seed,herb2sym_NDCG@5_worst_seed,herb2sym_NDCG@5_best_val,herb2sym_NDCG@5_worst_val,herb2sym_P@10_mean,herb2sym_P@10_std,herb2sym_P@10_best_seed,herb2sym_P@10_worst_seed,herb2sym_P@10_best_val,herb2sym_P@10_worst_val,herb2sym_P@5_mean,herb2sym_P@5_std,herb2sym_P@5_best_seed,herb2sym_P@5_worst_seed,herb2sym_P@5_best_val,herb2sym_P@5_worst_val,herb2sym_R@10_mean,herb2sym_R@10_std,herb2sym_R@10_best_seed,herb2sym_R@10_worst_seed,herb2sym_R@10_best_val,herb2sym_R@10_worst_val,herb2sym_R@5_mean,herb2sym_R@5_std,herb2sym_R@5_best_seed,herb2sym_R@5_worst_seed,herb2sym_R@5_best_val,herb2sym_R@5_worst_val,herb_NDCG@10_mean,herb_NDCG@10_std,herb_NDCG@10_best_seed,herb_NDCG@10_worst_seed,herb_NDCG@10_best_val,herb_NDCG@10_worst_val,herb_Precision@10_mean,herb_Precision@10_std,herb_Precision@10_best_seed,herb_Precision@10_worst_seed,herb_Precision@10_best_val,herb_Precision@10_worst_val,herb_Recall@10_mean,herb_Recall@10_std,herb_Recall@10_best_seed,herb_Recall@10_worst_seed,herb_Recall@10_best_val,herb_Recall@10_worst_val,herb_pred_PPL_mean,herb_pred_PPL_std,herb_pred_PPL_best_seed,herb_pred_PPL_worst_seed,herb_pred_PPL_best_val,herb_pred_PPL_worst_val,herb_pred_PPL_em_mean,herb_pred_PPL_em_std,herb_pred_PPL_em_best_seed,herb_pred_PPL_em_worst_seed,herb_pred_PPL_em_best_val,herb_pred_PPL_em_worst_val,herb_pred_PPL_prob_mean,herb_pred_PPL_prob_std,herb_pred_PPL_prob_best_seed,herb_pred_PPL_prob_worst_seed,herb_pred_PPL_prob_best_val,herb_pred_PPL_prob_worst_val,sym2herb_MAP_mean,sym2herb_MAP_std,sym2herb_MAP_best_seed,sym2herb_MAP_worst_seed,sym2herb_MAP_best_val,sym2herb_MAP_worst_val,sym2herb_NDCG@10_mean,sym2herb_NDCG@10_std,sym2herb_NDCG@10_best_seed,sym2herb_NDCG@10_worst_seed,sym2herb_NDCG@10_best_val,sym2herb_NDCG@10_worst_val,sym2herb_NDCG@5_mean,sym2herb_NDCG@5_std,sym2herb_NDCG@5_best_seed,sym2herb_NDCG@5_worst_seed,sym2herb_NDCG@5_best_val,sym2herb_NDCG@5_worst_val,sym2herb_P@10_mean,sym2herb_P@10_std,sym2herb_P@10_best_seed,sym2herb_P@10_worst_seed,sym2herb_P@10_best_val,sym2herb_P@10_worst_val,sym2herb_P@5_mean,sym2herb_P@5_std,sym2herb_P@5_best_seed,sym2herb_P@5_worst_seed,sym2herb_P@5_best_val,sym2herb_P@5_worst_val,sym2herb_R@10_mean,sym2herb_R@10_std,sym2herb_R@10_best_seed,sym2herb_R@10_worst_seed,sym2herb_R@10_best_val,sym2herb_R@10_worst_val,sym2herb_R@5_mean,sym2herb_R@5_std,sym2herb_R@5_best_seed,sym2herb_R@5_worst_seed,sym2herb_R@5_best_val,sym2herb_R@5_worst_val,sym_NDCG@10_mean,sym_NDCG@10_std,sym_NDCG@10_best_seed,sym_NDCG@10_worst_seed,sym_NDCG@10_best_val,sym_NDCG@10_worst_val,sym_Precision@10_mean,sym_Precision@10_std,sym_Precision@10_best_seed,sym_Precision@10_worst_seed,sym_Precision@10_best_val,sym_Precision@10_worst_val,sym_Recall@10_mean,sym_Recall@10_std,sym_Recall@10_best_seed,sym_Recall@10_worst_seed,sym_Recall@10_best_val,sym_Recall@10_worst_val,sym_pred_PPL_mean,sym_pred_PPL_std,sym_pred_PPL_best_seed,sym_pred_PPL_worst_seed,sym_pred_PPL_best_val,sym_pred_PPL_worst_val,sym_pred_PPL_em_mean,sym_pred_PPL_em_std,sym_pred_PPL_em_best_seed,sym_pred_PPL_em_worst_seed,sym_pred_PPL_em_best_val,sym_pred_PPL_em_worst_val,sym_pred_PPL_prob_mean,sym_pred_PPL_prob_std,sym_pred_PPL_prob_best_seed,sym_pred_PPL_prob_worst_seed,sym_pred_PPL_prob_best_val,sym_pred_PPL_prob_worst_val
vanilla_nmf_fro,10,5,0.251989,0.004452,43,44,0.257091,0.245361,0.943584,0.000752,45,46,0.942313,0.944536,0.815276,0.003546,45,44,0.810868,0.821575,0.580937,0.013995,42,46,0.601874,0.558452,0.274151,0.005924,43,44,0.283281,0.265244,0.290117,0.004922,43,44,0.298191,0.283045,0.261312,0.005951,43,44,0.270775,0.253233,0.061417,0.000732,42,45,0.062270,0.060373,0.095258,0.001369,43,44,0.097036,0.092946,0.417501,0.002916,43,45,0.422715,0.414444,0.334123,0.005717,43,42,0.343946,0.327898,0.280357,0.004818,45,44,0.287282,0.273020,0.184612,0.003212,45,44,0.188619,0.179194,0.281435,0.003965,45,44,0.285641,0.274809,157.433655,3.501373,43,46,152.596583,163.151335,154.300049,2.126183,43,46,151.243193,157.313576,163.499326,3.197087,43,46,159.226944,168.517957,0.229827,0.004089,45,44,0.237022,0.225479,0.183947,0.003364,45,44,0.189631,0.179246,0.157926,0.002904,45,44,0.163142,0.154445,0.179899,0.003441,45,44,0.185359,0.175044,0.236657,0.004513,45,44,0.243806,0.232187,0.272110,0.004729,45,44,0.279308,0.265432,0.180051,0.002964,45,44,0.185089,0.177090,0.303194,0.004062,43,44,0.309392,0.297112,0.060154,0.000648,42,45,0.060848,0.059099,0.408898,0.004278,46,42,0.416165,0.404275,999.521276,19.063806,43,45,977.317692,1033.126120,64.988822,1.228319,46,44,64.078025,67.364626,134.630551,3.666206,43,44,131.404441,141.540152
vanilla_nmf_fro,15,5,0.260461,0.004331,43,44,0.264400,0.252875,0.935208,0.000892,45,46,0.933795,0.936240,0.770224,0.004177,45,44,0.764286,0.776053,0.701543,0.025068,44,43,0.743265,0.670619,0.282362,0.006356,43,44,0.290234,0.272026,0.303416,0.006770,46,44,0.310220,0.291991,0.270960,0.006859,43,44,0.278536,0.261058,0.064428,0.001415,46,44,0.066094,0.061915,0.097416,0.002175,46,44,0.100237,0.093954,0.437264,0.008954,46,44,0.449623,0.422531,0.343089,0.009068,46,42,0.354149,0.332343,0.290620,0.003965,45,44,0.296868,0.284936,0.191274,0.002624,45,44,0.194932,0.186959,0.291928,0.003610,45,44,0.298164,0.286895,153.409044,2.684207,43,46,150.276267,157.991262,149.581712,1.982175,43,46,146.489490,152.018231,156.052886,2.268867,43,46,152.522379,158.890627,0.238560,0.003541,45,44,0.244728,0.233724,0.193717,0.003233,45,44,0.199450,0.189545,0.166047,0.002438,45,44,0.170627,0.163726,0.187190,0.003061,45,44,0.191701,0.182454,0.243889,0.002712,45,44,0.248488,0.240427,0.283682,0.004598,45,44,0.291258,0.276988,0.187531,0.002218,45,44,0.191765,0.185258,0.310235,0.006023,43,44,0.316990,0.301405,0.061144,0.000741,46,44,0.062033,0.060047,0.414410,0.009948,46,42,0.430635,0.404921,2087.483854,67.300315,42,45,2014.956592,2209.448360,60.981322,1.297555,46,44,59.863464,63.464893,120.150588,4.701737,46,44,114.527130,127.531410
vanilla_nmf_fro,20,5,0.260505,0.003252,45,44,0.263936,0.254518,0.930378,0.000586,45,43,0.929390,0.930887,0.728300,0.004558,45,44,0.721603,0.733464,0.688374,0.012147,44,42,0.707317,0.672924,0.277608,0.003715,43,44,0.281600,0.270663,0.299846,0.004152,43,44,0.303992,0.292390,0.266251,0.003824,46,44,0.270219,0.259092,0.064120,0.000935,46,44,0.065027,0.062389,0.095827,0.001729,46,44,0.098222,0.093005,0.433076,0.006715,46,44,0.442453,0.424513,0.335180,0.006074,46,44,0.345008,0.326217,0.295731,0.003972,45,44,0.299801,0.288294,0.194535,0.002392,45,44,0.196473,0.190101,0.298095,0.003291,45,44,0.300860,0.291824,152.523999,2.404063,43,46,148.866141,156.303112,146.652081,1.716862,43,46,143.816728,148.662113,152.796068,2.055799,43,46,149.801462,155.673411,0.243403,0.003285,45,44,0.248632,0.238373,0.198173,0.002707,45,44,0.202045,0.193860,0.169103,0.002139,45,44,0.171762,0.165311,0.190302,0.002555,45,44,0.193924,0.186070,0.246698,0.002538,45,44,0.249793,0.242442,0.289319,0.003867,45,44,0.295157,0.283091,0.190056,0.002170,45,44,0.192212,0.186028,0.301817,0.003271,46,44,0.305927,0.296442,0.059668,0.000598,46,45,0.060462,0.058862,0.405432,0.007384,46,45,0.418970,0.397033,5287.157952,388.162064,42,45,4653.255610,5877.199112,59.159245,1.179222,46,44,58.101405,61.391499,114.234606,3.098669,46,44,109.567481,119.114827
vanilla_nmf_fro,25,5,0.261175,0.002901,45,44,0.264032,0.255580,0.925616,0.000558,45,46,0.924852,0.926208,0.694002,0.004519,45,44,0.687531,0.698835,0.634595,0.014169,44,43,0.654948,0.616200,0.276597,0.002973,46,44,0.279008,0.270836,0.301367,0.002936,46,44,0.304695,0.295857,0.266652,0.003030,46,44,0.269280,0.260710,0.064967,0.000636,42,44,0.065738,0.063960,0.096289,0.001253,45,44,0.097688,0.094132,0.438112,0.004119,46,44,0.444939,0.433994,0.336415,0.004018,45,44,0.341082,0.329920,0.297638,0.004110,45,44,0.302540,0.290483,0.195270,0.002571,45,44,0.198103,0.190456,0.300561,0.004462,46,44,0.306953,0.294125,154.138975,2.694509,43,46,150.358930,158.461569,145.141701,1.678024,43,46,142.467750,147.183503,151.187507,1.994407,43,46,148.364102,154.071005,0.245754,0.003519,45,44,0.251308,0.240323,0.200078,0.002705,45,44,0.204052,0.196220,0.170221,0.002212,45,44,0.173081,0.166460,0.191956,0.002627,45,44,0.195702,0.187641,0.247991,0.003612,45,44,0.252401,0.242264,0.292777,0.003877,45,44,0.298406,0.286584,0.191697,0.002523,45,44,0.194664,0.187017,0.298490,0.003629,46,44,0.303711,0.292651,0.059046,0.000632,42,44,0.059988,0.058091,0.398741,0.005467,46,44,0.408934,0.392859,11241.247388,671.697364,42,44,10045.236127,12050.214113,57.293400,1.289911,46,44,56.123982,59.783071,108.507538,3.482798,46,44,103.905078,114.388914
vanilla_nmf_fro,30,5,0.260211,0.002375,46,44,0.261902,0.255521,0.920854,0.000496,42,44,0.920278,0.921428,0.661925,0.004892,45,44,0.656647,0.667731,0.628588,0.013545,44,43,0.648487,0.610606,0.271820,0.003339,46,44,0.275670,0.267132,0.296696,0.004344,46,44,0.302438,0.290259,0.262293,0.003722,46,44,0.267666,0.257183,0.063426,0.001230,42,44,0.064434,0.061174,0.094060,0.001517,46,44,0.096088,0.091701,0.430562,0.007437,46,44,0.441554,0.420086,0.329247,0.005016,46,44,0.337509,0.321876,0.299099,0.004495,45,44,0.304302,0.291184,0.196449,0.002957,45,44,0.199289,0.190960,0.301514,0.005568,46,44,0.308985,0.293455,156.894781,2.619453,43,46,154.964368,162.022113,143.137194,1.438057,43,46,140.646325,144.939965,148.816147,1.640117,43,46,146.072718,150.996083,0.248601,0.003062,45,44,0.253558,0.243910,0.202896,0.002916,45,44,0.206687,0.198633,0.172462,0.002325,45,44,0.175670,0.168545,0.195044,0.002405,45,44,0.197985,0.190753,0.251310,0.003371,45,44,0.256194,0.246236,0.296574,0.004079,45,44,0.301572,0.290178,0.194130,0.002778,45,44,0.197557,0.189051,0.291420,0.005147,46,45,0.298284,0.286558,0.057095,0.001174,42,43,0.059010,0.056017,0.389274,0.008006,46,43,0.401706,0.381163,24426.719496,2001.785625,42,43,21425.575307,27168.474899,56.053563,1.270158,46,44,54.437771,58.348416,107.569789,2.460163,46,43,103.664299,111.115030
vanilla_nmf_fro,35,5,0.264063,0.002561,42,44,0.266713,0.259290,0.916627,0.000633,45,46,0.915883,0.917701,0.635899,0.004137,46,44,0.630733,0.642367,0.668969,0.015622,43,45,0.688522,0.641191,0.275258,0.003561,42,45,0.279645,0.270832,0.303100,0.002363,42,45,0.305204,0.299656,0.266837,0.003609,42,45,0.270991,0.262553,0.064932,0.000467,43,46,0.065442,0.064226,0.095661,0.000598,42,44,0.096384,0.094606,0.443545,0.004643,43,42,0.448867,0.435153,0.336377,0.002579,46,44,0.340275,0.333461,0.302323,0.005096,45,44,0.305950,0.292242,0.198423,0.003344,42,44,0.201097,0.191879,0.306055,0.005738,46,44,0.311350,0.294883,155.483687,2.989948,43,46,151.770152,159.859904,139.657120,1.615182,43,46,136.863828,141.575225,144.796653,1.693398,43,46,142.257041,147.445022,0.252868,0.003156,45,44,0.256738,0.247250,0.207206,0.002873,45,44,0.210010,0.202036,0.175437,0.002241,45,44,0.177888,0.171209,0.198708,0.002593,45,44,0.200563,0.193598,0.254060,0.003101,42,44,0.257143,0.248963,0.302844,0.003959,45,44,0.306637,0.295532,0.196950,0.002707,45,44,0.199695,0.191904,0.293738,0.005252,42,45,0.302122,0.287344,0.057244,0.001034,42,45,0.059277,0.056461,0.392385,0.004857,42,45,0.400952,0.386432,33918.601869,2719.032672,46,45,30626.038033,37081.324245,54.568338,0.957580,46,44,53.782625,56.434848,100.803891,3.332463,42,44,96.311170,105.643843
vanilla_nmf_fro,40,5,0.262362,0.003267,43,44,0.266000,0.256535,0.913567,0.000734,42,46,0.912593,0.914722,0.609352,0.004199,46,44,0.604433,0.615220,0.678323,0.017700,43,45,0.712867,0.663695,0.268879,0.004771,43,44,0.274099,0.261616,0.295852,0.005434,42,44,0.301305,0.286542,0.260152,0.005441,42,44,0.265803,0.251002,0.063568,0.001021,42,44,0.064819,0.061915,0.093527,0.002017,42,44,0.096147,0.089923,0.433547,0.007595,43,44,0.438817,0.418729,0.328538,0.007322,42,44,0.334929,0.314382,0.305591,0.003804,46,44,0.309603,0.298411,0.200747,0.002732,46,44,0.203112,0.195436,0.311496,0.004719,46,44,0.318411,0.303655,155.316626,3.007102,43,46,150.004789,158.994764,138.548498,1.739464,43,46,135.469221,140.863025,143.613790,2.020670,43,46,140.339321,146.719401,0.255845,0.002578,45,44,0.258699,0.251455,0.210540,0.001934,46,44,0.212586,0.207189,0.178644,0.001897,45,44,0.180455,0.175108,0.201197,0.001470,45,44,0.202430,0.198400,0.257759,0.003068,45,44,0.261411,0.253349,0.307660,0.002479,46,44,0.310607,0.304061,0.200764,0.002706,43,44,0.203658,0.196725,0.286554,0.004384,43,45,0.290928,0.281213,0.056230,0.000687,42,45,0.057350,0.055513,0.385129,0.004106,43,45,0.389536,0.380120,48612.252186,4596.161548,42,45,42240.603873,55551.252042,54.311986,1.137447,43,44,53.576792,56.573141,99.633642,2.621049,46,44,97.121964,103.636428
indep_nmf_procrustes_bridge,5,5,0.202096,0.004228,43,46,0.205672,0.195253,0.938819,0.001033,42,46,0.937644,0.940645,0.901123,0.004775,43,46,0.895267,0.908644,0.923803,0.011697,45,46,0.930457,0.900466,0.206003,0.004230,43,46,0.213149,0.201973,0.219851,0.003929,43,44,0.225392,0.214461,0.189114,0.004239,43,44,0.195013,0.183968,0.052916,0.001043,45,44,0.054327,0.051126,0.076384,0.002046,42,44,0.078542,0.073148,0.348100,0.007147,45,44,0.360095,0.338263,0.262190,0.006273,45,44,0.268806,0.252323,0.203408,0.005812,45,44,0.207487,0.192003,0.133379,0.004841,45,44,0.139627,0.125282,0.200271,0.007890,46,44,0.209410,0.188303,701.428149,138.952470,45,42,493.340861,850.441158,166.694025,3.699949,43,46,162.026967,173.012890,195.561930,5.060395,43,46,189.893843,205.067345,0.198188,0.006003,45,46,0.206360,0.188533,0.155127,0.003729,45,44,0.162187,0.151842,0.135283,0.005948,45,46,0.139015,0.123456,0.155833,0.004244,45,44,0.162922,0.150533,0.201162,0.015117,42,46,0.212152,0.171488,0.228510,0.007594,45,44,0.240508,0.220055,0.150630,0.007291,44,46,0.155584,0.136118,0.238285,0.005211,43,44,0.244364,0.231153,0.054262,0.000989,45,44,0.055424,0.052490,0.357101,0.007640,45,44,0.369943,0.345954,313.607698,9.040880,43,46,302.495621,328.720648,81.421345,1.186735,45,44,80.332282,83.199116,256.064813,11.487033,45,44,240.435712,276.165614
indep_nmf_procrustes_bridge,10,5,0.210617,0.005288,45,46,0.219584,0.204592,0.908024,0.001391,45,44,0.905862,0.909675,0.866286,0.002816,45,44,0.862753,0.869954,0.867866,0.042794,46,45,0.919794,0.821929,0.225014,0.004830,45,44,0.231086,0.217158,0.236156,0.005239,45,44,0.242304,0.227111,0.208840,0.004505,45,44,0.213752,0.201109,0.052027,0.000931,42,44,0.052964,0.050267,0.080213,0.001495,42,44,0.081743,0.077475,0.361664,0.006910,45,44,0.369343,0.349580,0.280870,0.004454,42,44,0.284568,0.272911,0.221729,0.008443,45,46,0.233489,0.210913,0.152596,0.006626,45,43,0.161707,0.144606,0.231906,0.009465,45,43,0.243853,0.219142,2132.784543,379.811890,43,45,1751.942773,2818.905503,162.033384,2.545015,43,46,158.744252,166.122855,194.225572,4.913008,45,46,189.392029,202.377656,0.196221,0.006934,45,46,0.208081,0.186416,0.162093,0.005358,45,46,0.171994,0.155765,0.137331,0.005798,45,46,0.146573,0.129343,0.160373,0.005536,45,46,0.168257,0.151956,0.196301,0.010860,45,46,0.209069,0.181209,0.241542,0.006335,45,46,0.252898,0.235109,0.149957,0.007590,45,46,0.159649,0.139077,0.262388,0.007202,45,44,0.270763,0.250973,0.056586,0.001245,42,44,0.058091,0.054475,0.388745,0.007919,45,44,0.397565,0.375321,215.091786,8.153317,45,44,202.651498,227.884264,76.210194,1.130058,46,44,75.123209,78.201708,195.870033,4.507159,45,44,189.466839,203.248223
indep_nmf_procrustes_bridge,15,5,0.205292,0.009055,42,44,0.218044,0.191595,0.882645,0.001294,45,44,0.880439,0.884501,0.856479,0.004189,42,44,0.850209,0.862066,0.755154,0.045442,42,46,0.845851,0.726916,0.233031,0.008518,42,44,0.242320,0.217016,0.252604,0.007534,42,44,0.259223,0.237918,0.220916,0.009867,42,44,0.232284,0.202503,0.056396,0.000977,45,44,0.057350,0.054564,0.084884,0.003069,42,44,0.088263,0.079135,0.392228,0.006725,45,44,0.401560,0.381671,0.297849,0.011395,42,44,0.309809,0.276241,0.194954,0.003072,46,45,0.198804,0.191554,0.131464,0.001410,42,45,0.133373,0.129609,0.196150,0.004743,42,45,0.201721,0.189197,6899.503799,292.862453,43,46,6443.900257,7343.012041,159.468082,2.296796,43,46,155.595393,162.528367,192.448161,4.468285,45,46,186.815435,198.431716,0.177552,0.010937,42,44,0.193767,0.166174,0.151417,0.007756,42,44,0.161650,0.143282,0.124116,0.007360,42,44,0.135324,0.116338,0.146076,0.009456,45,43,0.159810,0.137107,0.164055,0.013659,45,46,0.180320,0.147718,0.220406,0.012796,45,43,0.238556,0.207971,0.125131,0.010257,42,46,0.138633,0.113576,0.269040,0.008362,43,44,0.274926,0.253045,0.056983,0.001330,45,44,0.058151,0.054446,0.396042,0.009791,45,44,0.407863,0.378952,192.395733,12.325173,42,44,184.288096,216.855360,76.817034,2.184876,42,44,74.217669,80.815377,173.603721,8.841821,46,44,164.241370,190.463111
indep_nmf_procrustes_bridge,20,5,0.202380,0.010426,42,44,0.218233,0.188420,0.860296,0.001530,45,44,0.857303,0.861546,0.844103,0.005017,43,44,0.835499,0.850429,0.753562,0.087926,43,44,0.877109,0.652331,0.234988,0.006916,42,44,0.240772,0.222680,0.256296,0.007544,42,44,0.261950,0.241892,0.222492,0.007386,42,44,0.229625,0.208580,0.058370,0.001559,42,44,0.059484,0.055276,0.086177,0.003518,42,44,0.089567,0.079431,0.398962,0.009894,45,44,0.406978,0.379441,0.299263,0.009273,42,44,0.307215,0.281427,0.189121,0.009393,42,45,0.204216,0.177280,0.125720,0.007060,42,45,0.134973,0.114641,0.191310,0.011877,42,45,0.207664,0.170906,10926.101995,3152.308279,42,45,7274.349879,15404.206342,159.074657,2.489566,43,46,154.417392,161.894204,190.376907,4.736634,43,44,181.608966,195.562400,0.169772,0.015258,42,44,0.195695,0.154159,0.145775,0.011715,42,44,0.166718,0.132988,0.119871,0.009134,42,46,0.136619,0.110901,0.135193,0.015133,42,44,0.156194,0.116271,0.151488,0.015477,42,46,0.174630,0.133254,0.208425,0.021089,42,44,0.241028,0.180240,0.118103,0.011886,42,46,0.138245,0.106223,0.271496,0.007619,43,44,0.278826,0.257592,0.058228,0.001234,42,44,0.059692,0.056046,0.399132,0.007219,46,44,0.405126,0.385338,180.201616,9.455769,45,44,169.629879,194.012433,77.670299,2.196485,42,44,74.831485,81.515754,165.921159,6.096545,46,44,159.513669,176.925407
indep_nmf_procrustes_bridge,25,5,0.194386,0.012260,42,44,0.206671,0.176099,0.840615,0.002043,45,43,0.836887,0.842431,0.829358,0.006758,43,44,0.819908,0.839260,0.725475,0.058147,42,44,0.816411,0.652109,0.237467,0.009328,43,44,0.247837,0.221362,0.259996,0.009640,43,44,0.269357,0.241784,0.225817,0.009754,43,44,0.235550,0.208698,0.059348,0.001715,46,44,0.060344,0.055928,0.087587,0.002872,42,44,0.090575,0.082276,0.403520,0.011309,46,44,0.410826,0.381116,0.303116,0.010816,42,44,0.312852,0.283056,0.176104,0.006230,42,44,0.185779,0.167676,0.116319,0.004045,42,44,0.121132,0.110492,0.177689,0.005559,42,44,0.184875,0.169759,24713.816588,4909.950875,44,46,20452.762352,30992.642821,157.630269,2.459630,43,46,153.184428,159.985242,191.837221,4.389770,43,46,187.678859,198.874985,0.151306,0.016015,42,44,0.169852,0.130836,0.130775,0.012892,42,46,0.143342,0.114518,0.110416,0.010590,43,46,0.120777,0.095362,0.114867,0.018190,42,46,0.136307,0.090960,0.135127,0.021191,45,46,0.154357,0.101600,0.174609,0.025368,42,44,0.207614,0.143765,0.103233,0.013412,42,46,0.115783,0.083735,0.277647,0.009415,43,44,0.286198,0.259330,0.059561,0.001415,46,44,0.060907,0.056965,0.407629,0.009878,46,44,0.416435,0.390875,162.402180,5.569142,45,44,152.302611,168.123695,77.591419,2.125161,42,44,74.382106,80.938675,156.130706,4.592181,46,44,151.079539,163.668907
indep_nmf_procrustes_bridge,30,5,0.187155,0.011191,43,44,0.201878,0.174601,0.820287,0.002332,45,43,0.817226,0.822795,0.814486,0.004411,43,46,0.806889,0.818759,0.702157,0.081499,44,42,0.808631,0.557420,0.236443,0.010034,43,42,0.251551,0.223522,0.259410,0.009110,43,42,0.271381,0.248371,0.224718,0.010684,43,42,0.240688,0.210204,0.060124,0.001207,45,44,0.061203,0.057825,0.087931,0.002907,43,42,0.092531,0.084707,0.404435,0.008861,45,44,0.414561,0.389773,0.303061,0.011549,43,42,0.318603,0.287539,0.166423,0.004495,43,44,0.173985,0.160242,0.108340,0.003727,43,42,0.113930,0.104327,0.166877,0.005877,43,42,0.175480,0.159159,59859.736714,19896.909810,46,42,40385.789223,94714.657427,156.084914,1.952567,43,46,152.971425,158.962681,190.358134,2.369985,43,46,185.930308,192.713721,0.137867,0.014070,45,44,0.157108,0.121895,0.122478,0.015134,45,44,0.141628,0.104920,0.104109,0.012048,43,44,0.120648,0.089206,0.103717,0.017853,45,44,0.133669,0.086989,0.120154,0.018790,45,42,0.144102,0.102786,0.160264,0.026930,45,44,0.203327,0.131517,0.095913,0.014259,43,44,0.112926,0.080237,0.276704,0.008714,43,44,0.288810,0.265682,0.060314,0.001229,43,44,0.061796,0.058091,0.409061,0.007709,46,44,0.416156,0.395834,154.701641,9.278920,45,44,143.986777,166.550845,78.908952,1.580121,46,44,76.958038,81.634571,145.516491,5.996446,46,44,137.355702,156.049338
indep_nmf_procrustes_bridge,35,5,0.187952,0.016038,43,44,0.199549,0.156765,0.801659,0.001350,42,44,0.799450,0.803189,0.809876,0.009159,42,44,0.798458,0.824731,0.666547,0.022505,46,45,0.697171,0.629508,0.233083,0.020470,43,44,0.251517,0.195315,0.260184,0.016662,43,44,0.275989,0.229277,0.221981,0.019532,43,44,0.239699,0.186488,0.061369,0.001232,43,44,0.062685,0.059040,0.087836,0.004349,43,44,0.091464,0.080024,0.415486,0.006591,43,44,0.424137,0.405213,0.304013,0.014078,43,44,0.318623,0.279964,0.165835,0.008499,43,44,0.175848,0.152013,0.107155,0.005609,43,44,0.114286,0.098577,0.165991,0.008343,43,44,0.176793,0.153985,90320.928894,30144.264577,43,44,63367.496135,127881.197549,154.725972,2.040545,43,46,151.327699,156.923339,186.234449,3.042613,43,44,181.692493,190.219013,0.142822,0.012759,42,44,0.154257,0.118215,0.129091,0.012644,43,44,0.139846,0.105230,0.107299,0.014752,42,44,0.118117,0.079409,0.114327,0.007844,42,44,0.125104,0.102371,0.125608,0.017708,42,44,0.140842,0.092472,0.175620,0.012749,42,44,0.194044,0.157469,0.099635,0.014976,42,44,0.113228,0.072003,0.281489,0.013461,43,44,0.297834,0.256931,0.061612,0.001746,43,44,0.063900,0.058684,0.420172,0.010625,43,44,0.433663,0.403071,140.362439,6.089693,46,44,133.560213,150.229801,77.772001,1.336476,42,44,76.226809,79.994171,134.462302,3.734624,46,44,131.524910,141.680462
indep_nmf_procrustes_bridge,40,5,0.184037,0.012343,42,46,0.201820,0.170960,0.783520,0.001284,42,43,0.781929,0.785868,0.808234,0.008136,43,42,0.795643,0.816892,0.584068,0.043088,44,46,0.643798,0.525045,0.235223,0.012015,45,46,0.247327,0.215044,0.260139,0.010817,45,46,0.272690,0.241262,0.223518,0.010615,45,46,0.235345,0.205306,0.060012,0.001445,45,46,0.062330,0.057913,0.086734,0.002795,45,46,0.090990,0.082573,0.409376,0.009213,45,46,0.423167,0.394572,0.302665,0.008436,45,46,0.314884,0.290216,0.165143,0.004657,42,44,0.169684,0.158222,0.105074,0.002372,43,44,0.108654,0.101334,0.165517,0.003700,43,44,0.171291,0.160999,136613.009618,38665.039013,45,42,97871.934779,198338.339649,154.496219,2.291912,43,46,151.524609,158.027394,187.792526,1.868215,45,46,184.965513,190.325642,0.132851,0.021296,42,43,0.167498,0.105791,0.115376,0.016045,42,43,0.134491,0.091622,0.094372,0.017599,42,43,0.119234,0.067003,0.100528,0.015823,42,43,0.122792,0.084381,0.112330,0.028953,42,43,0.165264,0.080794,0.160087,0.022705,42,43,0.190724,0.134798,0.092134,0.020018,42,43,0.128604,0.070035,0.279518,0.005138,43,44,0.285212,0.270326,0.060883,0.000989,43,44,0.062092,0.059069,0.417565,0.006073,43,44,0.426156,0.407204,141.080615,4.312993,42,44,136.213065,147.376885,78.990749,1.570477,45,44,76.874033,81.288214,132.644610,3.429480,42,44,129.777082,139.169307
